Reference Type,Author,Year,Chapter Title,Book Editor,Book Title,Place Published,Publisher,Volume,Number of Volumes,Page Range,Chapter Number,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Chapter,"Bösel, Richard",2005,Jesuit Architecture in Europe,"O'Malley, John W.|Bailey, Gauvin Alexander|Sale, Giovanni",The Jesuits and the Arts 1540–1773,Philadelphia,Saint Joseph's University Press,,,,,,,9780916101527|0916101525,,,http://worldcat.org/oclc/60824183,,,16th century|17th century|18th century,Arts -- Architecture|Arts -- Art History,Europe,,"The Jesuits and the Arts, 1540–1773 is the first survey ever published of the Jesuits' global artistic enterprise in Europe, Asia, and the Americas, from the foundation of the Society of Jesus in 1540 to its suppression in 1773. Here the Jesuits' extraordinary commitment to the arts—the subject of a groundswell of recent scholarly work—comes spectacularly alive, with 476 full color, high resolution images of Jesuit buildings, paintings, sculpture, theatrical sets, and music from around the globe, many of them published here for the first time. No other book dealing with this aspect of the Jesuits' activities is as comprehensive or as profusely illustrated. Authors of the twelve essays are leading specialists from Italy, Germany, Austria, France, Spain, Argentina, and the United States; some of them are published here in English for the first time.",,,,,English,KEEP|REVIEW
Book Chapter,"Bösel, Richard",2012,La Ratio aedificiorum di un’istituzione globale tra autorità centrale e infinità del territorio,"Alvaro Zamora, María Isabel|Ibáñez Fernández, Javier|Mainar, Jesús","La arquitectura jesuítica: Actas del simposio internacional Zaragoza, 9, 10 y 11 de diciembre de 2010",Zaragoza,Institución “Fernando el Católico”,,,39–70,,,,9788499111582|8499111580,,,www.worldcat.org/oclc/847542216,,,19th century,Arts -- Architecture|Arts -- Distinctiveness,,,,,,,,Italian,CULL|REVIEW
Book Chapter,"Bösel, Richard",2012,Die Jesuitenkirche in Mondovì: Zur Raumarchitektur eines Perspektivmalers,"Karner, Herbert|Blunk, Julian",Andrea Pozzo (1642 - 1709): Der Maler-Architekt und die Räume der Jesuiten,Wien,Verlag der Österreichischen Akademie der Wissenschaften,,,218,,,,9783700172000 |3700172001,,,http://www.worldcat.org/oclc/809125428,,,17th century|18th century,Arts -- Painting|Biography|Institute -- Lay Brothers,Europe -- Italy,"Pozzo, Andrea, 1642–1709",,Richard Bösel.|30 cm.|IAR: II-14.998.,,,,German,CULL|REVIEW
Book Chapter,"Boss, Sarah Jane",2007,Francisco Suárez and Modern Mariology,"Boss, Sarah Jane",Mary: The Complete Resource,London; Oxford,Continuum; Oxford University Press,,,,,,,9780195333558|0195333551,,,http://worldcat.org/oclc/124074760,,,16th century|17th century,Theology -- Mariology|Theology -- Scholasticism,Europe -- Spain,"Suárez, Francisco, 1548–1617",,,,,,English,CULL|REVIEW
Book Chapter,"Bossong, Georg",2007,"The Influence of Missionary Descriptions of Far Eastern Languages on Western Linguistic Thought: The Case of Cristoforo Borri, S.J. and Tommaso Campanella","Zwartjes, Otto|James, Gregory|Ridruejo, Emilio","Missionary linguistics III / Lingüística misionera III: Morphology and Syntax; Selected Papers from the Third and Fourth International Conferences on Missionary Linguistics, Hong Kong/Macau, 12–15 March 2005, Villadolid, 8–11 March 2006",Amsterdam,John Benjamins,,,123–144,,,,9789027291738|902729173X,10.1075/sihols.111.13bos,,http://worldcat.org/oclc/647685053,,,17th century,Foreign Missions -- Linguistics|Foreign Missions -- Writings,Asia -- Vietnam|Asia -- China -- Macau|Europe -- Italy,"Borri, Cristoforo, 1583–1632",,,,,,English,CULL|REVIEW
Book Chapter,"Bossy, John",2007,The Heart of Robert Persons,"McCoog, Thomas M.","The Reckoned Expense: Edmund Campion and the Early English Jesuits; Essays in Celebration of the First Centenary of Campion Hall, Oxford, 1896–1996",Rome,Institutum historicum Societatis Iesu,,,,,,,9788870413601|8870413608,,,http://worldcat.org/oclc/172676877,,,16th century,Controversies -- England|Biography|Spirituality,Europe -- UK -- England,"Persons, Robert, 1546–1610|Campion, Edmund, Saint, 1540–1581",,,,,,English,CULL|REVIEW
Book Chapter,"Boureau, Alain",2008,"Conformité, formes et formalité chez Michel de Certeau","Büttgen, Philippe|Jouhaud, Christian",Lire Michel de Certeau: La formalité des pratiques,Frankfurt am Main,Vittorio Klostermann,,,,,,,9783465040477|3465040473|3465040201|9783465040200,,,http://worldcat.org/oclc/244799170,,,20th century,Humanities -- Sociology,,"Certeau, Michel de, 1925–1986",,,,,,French,CULL|REVIEW
Book Chapter,"Bouza, Fernando|Dompnier, Bernard",2007,Commentaires,"Fabre, Pierre-Antoine|Vincent, Bernard",Missions religieuses modernes: Notre lieu est le monde,Rome,École française de Rome,,,307–313,,,,9782728307654|2728307652,,,http://worldcat.org/oclc/145723200,,,16th century|17th century,Foreign Missions -- Writings|Primary Sources -- Commentaries,,,,,,,,French,CULL|REVIEW
Book Chapter,"Boyle, Edward F.",2010,At Work in the Vineyard: The Jesuit Labor Apostolate,"Heine, Joy|Brooke, Cynthia",A Worker Justice Reader: Essential Writings on Religion and Labor,"Maryknoll, NY",Orbis,,,62–67,,,,9781570758751|1570758751,,,http://worldcat.org/oclc/439209439,,,20th century,Apostolate -- Work,,,,,,,,English,KEEP|REVIEW
Book Chapter,"Brabec, Jan",2008,Vladimír Solovjov a Pierre Teilhard de Chardin: Idea vývoje a komplexní vědy,"Demjančuková, Dagmar",Ruská kultura 20. století: Sborník z vědecké konference katedry filosofie FF ZČU (Plzeň 23.5.2007–24.5.2008),Pilsen,Západočeská univerzita v Plzni,,,,4,,,9788070437537|8070437537,,,http://worldcat.org/oclc/817251999,,,20th century,Sciences -- Evolutionism|Philosophy -- Epistemology,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,Czech,CULL|REVIEW
Book Chapter,"Bracken, Joseph A.",2010,"Teilhard, Whitehead, and a Metaphysics of Intersubjectivity","Duffy, Kathleen",Rediscovering Teilhard's Fire,Philadelphia,Saint Joseph's University Press,,,163–174,,,,9780916101657|0916101657,,,http://worldcat.org/oclc/467360561,,,20th century,Philosophy -- Metaphysics,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,English,CULL|REVIEW
Book Chapter,"Brackley, Dean",2007,"Identidad, espiritualidad ignaciana y universidad","Di Trolio, Susana",Identidad Ignaciana y universidad,Caracas,Asociación de Universidades Confiadas a la Compañía de Jesús en América Latina,,,83–100,,,,9802444839|9789802444830,,,http://worldcat.org/oclc/159957547,,,21st century,Spirituality -- Ignatius of Loyola|Education -- Universities -- Identity,North America -- El Salvador -- San Salvador,"Brackley, Dean, 1946–2011",,"Paper presented at Seminario Universidades Centroamericanas, Universidad Centroamericana de Managua, Managua, Nicaragua, 2003.",,,,Spanish,CULL|REVIEW
Book Chapter,"Brackley, Dean",2008,Theology and Solidarity: Learning from Sobrino's Method,"Pope, Stephen J.",Hope and Solidarity: Jon Sobrino’s Challenge to Christian Theology,"Maryknoll, NY",Orbis,,,,1,,,9781570757655|1570757658,,,http://worldcat.org/oclc/190860050,,,20th century|21st century,Theology -- Method|Theology -- Moral,,"Sobrino, Jon, 1938–",,,,,,English,CULL|REVIEW
Book Chapter,"Brady, Seán",2014,Foreword,"Littleton, John|Maher, Eamon",The Francis Factor: A New Departure,"Blackrock, Ireland",The Columba Press,,,,,,,9781782181460|1782181466,,,http://worldcat.org/oclc/880421598,,,21st century,Popes|Biography,,"Francis, Pope, 1936–",,,,,,English,CULL|REVIEW
Book Chapter,"Braman, Brian J.",2014,'We all have feet': Authentic Dwelling and Architecture,"Lawrence, Fred",The Promise of Vatican II after Fifty Years,"Chestnut Hill, MA",Boston College,,,,1,,,,,,http://worldcat.org/oclc/941197865,,,20th century|21st century,Theology -- Councils -- Vatican II|Theology -- Biography|Philosophy,,"Lonergan, Bernard J. F., 1904–1984",,,,,,English,CULL|REVIEW
Book Chapter,"Braun, Harald Ernst",2011,Lawless Sovereignty in Sixteenth-Century Spain: Juan de Mariana's 'De rege et regis institutione’,"Sturges, Robert S.",Law and Sovereignty in the Middle Ages and the Renaissance,Turnhout,Brepolis,,,23–31,,,,978-2-503-53309-4,,,http://www.worldcat.org/oclc/690085546,,,16th century,Writers|Political Thought,Europe -- Spain,"Mariana, Juan de, 1536–1624",,,,,,English,CULL|REVIEW
Book Chapter,"Bray, Xavier",2009,Francisco Pacheco's Dispute with Juan Martínez Montañés,"Bray, Xavier","The Sacred Made Real: Spanish Painting and Sculpture, 1600–1700",London,National Gallery,,,,,,,9781857094220|1857094220|9781857094480|1857094484,,,http://worldcat.org/oclc/886909012,,,17th century,Arts -- Painting|Arts -- Sculpture|Philosophy -- Aesthetics,Europe -- Spain,"Ignatius, of Loyola, Saint, c.1491–1556|Borja, Francisco de, Saint, 1510–1572",,"Published to accompany the exhibition at the National Gallery, London, 21 October 2009–24 January 2010 and the National Gallery of Art, Washington, 28 February–31 May 2010.",,,,English,CULL|REVIEW
Book Chapter,"Brébeuf, Jean de",2009,Jesuit Jean de Brebeuf Discusses Life among the Hurons,"Rushforth, Brett|Mapp, Paul W.",Colonial North America and the Atlantic World: A History in Documents,"Upper Saddle River, NJ",Pearson Prentice Hall,,,80–84,,,,9780132342377|0132342375,,,http://worldcat.org/oclc/213601742,,,17th century,Foreign Missions -- Primary Sources -- Reports|Foreign Missions -- Native Americans,North America -- Canada,"Brébeuf, Jean de, Saint, 1593–1649",,,,,,English,KEEP|REVIEW
Book Chapter,"Bredekamp, Horst",2008,Babylon als Ansporn: Semiramis' Enzyklopädie der Bilder,"Wullen, Moritz|Schauerte, Günther",Babylon: Mythos und Warheit,Munich,Hirmer,,,169–179,,,,9783777445755|3777445754,,,http://worldcat.org/oclc/254547653,,,17th century,Arts -- Images,,"Kircher, Athanasius, 1602–1680",,"Eine Ausstellung der Staatlichen Museen zu Berlin, des Musée du Louvre und der Réunion des Musées Nationaux, Paris, und des British Museum, London; Pergamonmuseum, Museumsinsel Berlin, 26. Juni–5. Oktober 2008",,,,German,CULL|REVIEW
Book Chapter,"Brendle, Franz",2012,Staat und Societas Jesu: Die Jesuiten in Ellwangen,"Brendle, Franz|Fechner, Fabian|Grupp, Anselm","Jesuiten in Ellwangen. Oberdeutsche Provinz, Wallfahrt, Weltmission",Stuttgart,Kohlhammer,,,3–22,,,,9783170220539|3170220535,,,http://www.worldcat.org/oclc/780108791,,,17th century|18th century,History -- Local|Politics,Europe -- Germany -- Baden-Württemberg -- Ellwangen,,,,,,,German,CULL|REVIEW
Book Chapter,"Brendle, Franz",2015,Diego Laínez und das Heilige Römische Reich deutscher Nation,"Oberholzer, Paul","Diego Laínez (1512–1565) and His Generalate: Jesuit with Jewish Roots, Close Confidant of Ignatius of Loyola, Preeminent Theologian of the Council of Trent",Rome,Institutum Historicum Societatis Iesu,,,,26,,,9788870413762|8870413764,,,http://worldcat.org/oclc/910881177,,,16th century,Generals -- Politics -- Biography|History -- Regional,Europe -- Germany,"Laínez, Diego, 1512–1565",,,,,,German,CULL|REVIEW
Book Chapter,"Brereton, John",2016,The Jesuits and Rhetorical Studies in Nineteenth- and Twentieth-Century America,"Gannett, Cinthia|Brereton, John",Traditions of Eloquence: The Jesuits and Modern Rhetorical Studies,New York,Fordham University Press,,,141–161,8,,,9780823264520,,,www.worldcat.org//oclc/917131567,,,19th century|20th century,Arts -- Rhetoric|Literature -- Historiography,North America -- USA,,,,,,,English,KEEP|REVIEW
Book Chapter,"Brett, Annabel",2013,Human Freedom and Jesuit Moral Theology,"Skinner, Quentin|van Gelderen, Martin",Freedom and the Construction of Europe,Cambridge,Cambridge University Press,"2, Free Persons and Free States",,9–26,,,,9781107033078 (hardback) ; 9781139519298 (ebook),,,,https://www.cambridge.org/core/books/freedom-and-the-construction-of-europe/4E417DA719A26ADEA68B008400B29813,,16th century|17th century,Theology -- Moral,,,,"Volume 2 Free Persons and Free States|digital, PDF file(s).|Title from publishers bibliographic system (viewed on 21 Mar 2013).|Available through Cambridge books online.|Includes bibliographical references and index.|Also issued in print format.|Mode of access: World Wide Web.",,,,English,KEEP|REVIEW
Book Chapter,"Brett, Annabel",2014,Luis de Molina on Law and Power,"Kaufmann, Matthias|Aichele, Alexander",A Companion to Luis de Molina,Leiden,Brill,,,155–81,5,,,9789004228238|9004228233|9789004262188,10.1163/9789004262188_006,,,http://booksandjournals.brillonline.com/content/books/b9789004262188_006,,16th century,Philosophy -- Ethics -- Law,Europe -- Spain|Europe -- Portugal,"Molina, Luis de, 1535–1600|Suárez, Francisco, 1548–1617",,,,,,English,CULL|REVIEW
Book Chapter,"Bretzke, James T.",2008,"The Faith of the Church, The Magisterium, and the Theologian: Proper and Improper Interpretations of the Notification","Pope, Stephen J.",Hope and Solidarity: Jon Sobrino’s Challenge to Christian Theology,"Maryknoll, NY",Orbis,,,,13,,,9781570757655|1570757658,,,http://worldcat.org/oclc/190860050,,,20th century|21st century,Theology -- Ecclesiology,,"Sobrino, Jon, 1938–",,,,,,English,CULL|REVIEW
Book Chapter,"Breuer, Dieter",2006,Balde und Kurfürst Maximilian I,"Burkard, Thorsten",Jacob Balde im kulturellen Kontext seiner Epoche: Zur 400. Wiederkehr seines Geburtstages,Regensburg,Schnell und Steiner,,,41–50,,,,3795418127|9783795418120,,,http://worldcat.org/oclc/68629409,,,17th century,Biography|History -- Regional|Politics -- Princes,,"Balde, Jakob, 1604–1668",,,,,,German,CULL|REVIEW
Book Chapter,"Brieskorn, Norbert",2000,Skizze des römisch-katholischen Rechtsdenkens im 16. Jahrhundert und seine Spuren im Denken der Societas Jesu und des Petrus Canisius,"Berndt, Rainer",Petrus Canisius SJ (1521–1597): Humanist und Europäer,Berlin,Akademie,,,,2,,,3050034939|9783050034935,,,http://worldcat.org/oclc/45283379,,,16th century,Philosophy -- Law,Europe,"Canisius, Peter, Saint, 1521–1597",,,,,,German,CULL|REVIEW
Book Chapter,"Brieskorn, Norbert",2001,Lex aeterna: Zu Francisco Suárez' Tractatus de legibus ac Deo Legislatore,"Grunert, Frank|Seelmann, Kurt",Die Ordnung der Praxis: Neue Studien zur spanischen Spätscholastik,Tübingen,Niemeyer,,,49–74,,,,3484365684|9783484365681,,,http://worldcat.org/oclc/49229002,,,16th century|17th century,Theology -- Scholasticism -- Thomism|Philosophy -- Ethics -- Law,Europe -- Spain,"Suárez, Francisco, 1548–1617",,,,,,German,CULL|REVIEW
Book Chapter,"Brieskorn, Norbert",2010,Lex und ius bei Francisco Suárez,"Fidora, Alexander|Lutz-Bachmann, Matthias|Wagner, Andreas",Lex undIus: Beiträge zur Begründung des Rechts in der Philosophie des Mittelalters und der Frühen Neuzeit [Lex and Ius: Essays on the Foundation of Law in Medieval and Early Modern Philosophy],Stuttgart,Frommann-Holzboog,,,429–464,,,,9783772830556|3772830552,,,http://worldcat.org/oclc/891397541,,,16th century|17th century,Political Thought|Philosophy -- Law -- Scholasticism,,"Suárez, Francisco, 1548–1617",,,,,,German,CULL|REVIEW
Book Chapter,"Brieskorn, Norbert",2010,Erde ohne Grenzen: Ordnung ohne Hierarchie; Vitorias und Suárez' Vorstellungen von internationalem Recht,"Lutz-Bachmann, Matthias|Niederberger, Andreas|Schink, Philipp",Kosmopolitanismus: Zur Geschichte und Zukunft eines umstrittenen Ideals,"Weilerswist, Germany",Velbrück,,,39–58,,,,9783938808979|3938808977,,,http://worldcat.org/oclc/681480986,,,16th century|17th century,Political Thought|Philosophy -- Law,,"Suárez, Francisco, 1548–1617",,,,,,German,CULL|REVIEW
