Reference Type,Author of Review,Year,Title of Review,Title of Journal,Volume,Issue,Page Range,Reviewed Author,Reviewed Editor,Reviewed Translator,Reviewed Title,Epub Date,Date,ISSN,DOI,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book Review,"Cibelli, Edoardo",2013,Review of: B.J.F. Lonergan tra tomismo e filosofie contemporanee,Rassegna di teologia,54,2,331–333,"Guglielmi, Giuseppe",,,B.J.F. Lonergan tra tomismo e filosofie contemporanee,,April–June,0033-9644,,,,,20th century,Philosophy -- Thomism,,"Lonergan, Bernard J. F., 1904–1984",,,,,,Italian,CULL|REVIEW
Book Review,"Cicortas, Horia Corneliu",2010,"Review of: A Bridge across Two Cultures: Ippolito Desideri S.J. (1684–1733), a Brief Biography",Mission Studies,27,2,249–250,"Bargiacchi, Enzo",,"Wood, Ailsa","A Bridge across Two Cultures: Ippolito Desideri S.J. (1684–1733), a Brief Biography",,,0168-9789,,,,,17th century|18th century,Foreign Missions -- Biography,Europe|Asia -- China -- Tibet|Asia -- India,"Desideri, Ippolito, 1684–1733",,Accession Number: ATLA0001826991,,,,English,CULL|REVIEW
Book Review,"Ciraulo, Jonathan Martin",2016,Review of: A Trinitarian Anthropology: Adrienne Von Speyr and Hans Urs von Balthasar in Dialogue with Thomas Aquinas,Theological Studies,77,3,735–737,"Schumacher, Michele M.",,,A Trinitarian Anthropology: Adrienne Von Speyr and Hans Urs von Balthasar in Dialogue with Thomas Aquinas,,September,0040-5639|2169-1304,10.1177/0040563916653940i,,http://journals.sagepub.com/doi/abs/10.1177/0040563916653940i,,20th century,Theology -- Anthropology|Theology -- Trinity|Theology -- Sources -- Thomas Aquinas,,"von Balthasar, Hans Urs, 1905–1988",,,,,,English,CULL|REVIEW
Book Review,"Cisneros, Gerardo Lara",2015,Review of: Conflict and Conversion in Sixteenth Century Central Mexico. The Agustinian War on and Beyond the Chichimeca Frontier,Antiguos jesuitas en Iberoamérica,3,1,195–198,"Jackson, Robert H.",,,Conflict and Conversion in Sixteenth Century Central Mexico. The Agustinian War on and Beyond the Chichimeca Frontier,,January–June,2314-3908,,,,,16th century,Foreign Missions -- History -- Regional|Foreign Missions -- Politics -- War,North America -- Mexico,,,,,,,Spanish,CULL|REVIEW
Book Review,"Civardi, Jean-Marc",2011,Review of: Claude-François Ménestrier: Les jésuites et le monde des images,Dix-septième siècle,63,3,581–583,,"Sabatier, Gérard",,Claude-François Ménestrier: Les jésuites et le monde des images,,July–September,0012-4273,,,,,17th century,Arts -- Images,Europe -- France,"Menestrier, Claude-François, 1631–1705",,,,,,French,CULL|REVIEW
Book Review,"Clancy, Thomas E.",2000,Review of: A Jesuit Challenge: Edmund Campion's Debates at the Tower of London in 1581,Theological Studies,61,1,189–190,,,,A Jesuit Challenge: Edmund Campion's Debates at the Tower of London in 1581,,March,0040-5639,,,,,16th century,Controversies -- England|History -- Regional|Martyrdom,Europe -- UK -- England -- London,"Campion, Edmund, Saint, 1540–1581",,,,,,English,KEEP|REVIEW
Book Review,"Clark, Anthony E.",2011,"Review of: A Jesuit in the Forbidden City: Matteo Ricci, 1552–1610",American Historical Review,116,4,1101–1102,"Hsia, R. Po-chia",,,"A Jesuit in the Forbidden City: Matteo Ricci, 1552–1610",,October,0002-8762,10.1086/ahr.116.4.1101,,http://ahr.oxfordjournals.org/content/116/4/1101,,16th century|17th century,Foreign Missions,Asia -- China -- Beijing,"Ricci, Matteo, 1552–1610|Ruggieri, Michele, 1543–1607",,,,,,English,KEEP|REVIEW
Book Review,"Clark, Anthony E.",2017,Review of: The Intercultural Weaving of Historical Texts: Chinese and European Stories about Emperor Ku and His Concubines,Journal of Jesuit Studies,4,4,686–689,"Standaert, Nicolas",,,The Intercultural Weaving of Historical Texts: Chinese and European Stories about Emperor Ku and His Concubines,,,2214-1324|2214-1332,10.1163/22141332-00404008-03,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00404008-03,,17th century|18th century,Foreign Missions -- Historiography|Foreign Missions -- History -- Regional|Foreign Missions -- Politics -- Emperorship|Foreign Missions -- Ethnography,Asia -- China,"Martini, Martino, 1614–1661|Couplet, Philippe, 1623–1693",,,,,,English,KEEP|REVIEW
Book Review,"Clarke, Jeremy",2009,"Review of: Journey to the East: The Jesuit Mission to China, 1579–1724",Theological Studies,70,4,935–936,"Brockey, Liam Matthew",,,"Journey to the East: The Jesuit Mission to China, 1579–1724",,December,0040-5639|2169-1304,10.1177/004056390907000412,,http://tsj.sagepub.com/content/70/4/935.full.pdf+html,,16th century|17th century|18th century,Foreign Missions -- History -- Regional,Asia -- China,"Ricci, Matteo, 1552–1610|Schall von Bell, Johann Adam, c.1592–1666",,,,,,English,KEEP|REVIEW
Book Review,"Clarke, Jeremy",2012,Review of: A Jesuit in the Forbidden City: Matteo Ricci 1552–1610,Journal of World History,23,1,181–183,"Hsia, R. Po-chia",,,A Jesuit in the Forbidden City: Matteo Ricci 1552–1610,,March,1527-8050|1045-6007,10.1353/jwh.2012.0019,,http://muse.jhu.edu/login?auth=0&type=summary&url=/journals/journal_of_world_history/v023/23.1.clarke.html,,16th century|17th century,Foreign Missions,Asia -- China,"Ricci, Matteo, 1552–1610",,,,,,English,KEEP|REVIEW
Book Review,"Clarot, Bruno",2006,Review of: Dios es comunión: El nuevo paradigma trinitario,Nouvelle revue théologique,128,3,508,"Zarazaga, Gonzalo J.",,,Dios es comunión: El nuevo paradigma trinitario,,,0029-4845,10.3917/nrt.283.0498,,http://www.nrt.be/fr/Dios-es-comuni%C3%B3n.-El-nuevo-paradigma-trinitario-recension-6196|http://www.cairn.info/revue-nouvelle-revue-theologique-2006-3-page-498.htm,,20th century,Theology -- Trinity,,"Rahner, Karl, 1904–1984",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2006,Review of: Memoria del Concilio: Diez evocaciones del Vaticano II,Nouvelle revue théologique,128,4,640,"Terrazas, Santiago Madrigal",,,Memoria del Concilio: Diez evocaciones del Vaticano II,,,0029-4845,10.3917/nrt.284.0637,,http://www.nrt.be/fr/Memoria-del-Concilio.-Diez-evocaciones-del-Vaticano-II-recension-6497|http://www.cairn.info/revue-nouvelle-revue-theologique-2006-4-page-637.htm,,20th century,Councils -- Vatican II|Writings -- Autobiographies,Europe -- Italy -- Rome,"Rahner, Karl, 1904–1984|Arrupe, Pedro, 1907–1991",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2006,"Review of: Simbología y lógica de la redención: Ireneo de Lyón, Hans Küng y Hans Urs von Balthasar leídos con la ayuda de Paul Ricoeur",Nouvelle revue théologique,128,1,115,"García, Eduardo López-Tello",,,"Simbología y lógica de la redención: Ireneo de Lyón, Hans Küng y Hans Urs von Balthasar leídos con la ayuda de Paul Ricoeur",,,0029-4845,10.3917/nrt.281.0114,,http://www.nrt.be/fr/Simbolog%C3%ADa-y-L%C3%B3gica-de-la-Redenci%C3%B3n%3A-Ireneo-de-Ly%C3%B3n%2C-Hans-K%C3%BCng-y-Hans-Urs-von-Balthasar-le%C3%ADdos-con-la-ayuda-de-Paul-Ricoeur-recension-5855|http://www.cairn.info/revue-nouvelle-revue-theologique-2006-1-page-114.htm,,20th century,Theology -- Soteriology|Theology -- Systematic|Philosophy -- Hermeneutics,,"von Balthasar, Hans Urs, 1905–1988",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2006,Review of: Autobiografía y otros escritos,Nouvelle revue théologique,128,2,326,"Canisius, Peter","Montes, Benigno Hernández",,Autobiografía y otros escritos,,,0029-4845,10.3917/nrt.282.0322,,http://www.nrt.be/fr/Autobiograf%C3%ADa-y-otros-escritos.-Versi%C3%B3n-y-comentarios%3A-B.-Hern%C3%A1ndez-Montes%2C-S.J.-recension-5976|http://www.cairn.info/revue-nouvelle-revue-theologique-2006-2-page-322.htm,,16th century,Saints and Blessed|Writings -- Autobiographies|Spirituality,Europe,"Canisius, Peter, Saint, 1521–1597",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2007,"Review of: Pas sans toi? Testo, parola e memoria verso una dinamica della esperienza ecclesiale negli scritti du Michel de Certeau",Nouvelle revue théologique,129,1,112,"Morra, Stella",,,"Pas sans toi? Testo, parola e memoria verso una dinamica della esperienza ecclesiale negli scritti du Michel de Certeau",,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/%C2%ABPas-sans-toi%3F%C2%BB.-Testo%2C-parola-e-memoria-verso-una-dinamica-della-esperienza-ecclesiale-negli-scritti-du-Michel-de-Certeau-recension-6150|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,20th century,Psychology -- Religion|Writings |Social Studies|Spirituality -- Mysticism,,"Certeau, Michel de, 1925–1986",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2007,Review of: Bellarmino: Una teologia politica della Controriforma,Nouvelle revue théologique,129,1,97,"Motta, Franco",,,Bellarmino: Una teologia politica della Controriforma,,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/Bellarmino.-Una-teologia-politica-della-Controriforma-recension-6727|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,16th century|17th century,Theology -- Scholasticism|Political Thought|History -- Controversies -- Counter-Reformation,Europe,"Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2007,Review of: Diego Laínez s.j.: Primer biógrafo de S. Ignacio,Nouvelle revue théologique,129,1,96,"Albuquerque, Antonio",,,Diego Laínez s.j.: Primer biógrafo de S. Ignacio,,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/Diego-La%C3%ADnez-s.j.-primer-bi%C3%B3grafo-de-S.-Ignacio-recension-6430|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,16th century,First Jesuits|Generals -- Diego Laínez|Ignatius of Loyola -- Biography|Writings -- Biographies,Europe,"Laínez, Diego, 1512–1565|Ignatius, of Loyola, Saint, c.1491–1556",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2007,Review of: Gloria de Dios en Ignacio de Loyola,Nouvelle revue théologique,129,1,94,"Martínez-Gayol Fernández, Nurya",,,Gloria de Dios en Ignacio de Loyola,,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/Gloria-de-Dios-en-Ignacio-de-Loyola-recension-6770|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,16th century,Ignatius of Loyola -- Spirituality,,"Ignatius, of Loyola, Saint, c.1491–1556",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2007,"Review of: Teilhard de Chardin: L'opera e le interpretazioni, 4th ed.",Nouvelle revue théologique,129,1,100,"Gibellini, Rosino",,,"Teilhard de Chardin: L'opera e le interpretazioni, 4th ed.",,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/Teilhard-de-Chardin.-L%27opera-e-le-interpretazioni%2C-4a-ed.-aggiornata-recension-6472|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,20th century,Biography -- Intellectual|Sciences -- Paleontology|Theology|Philosophy -- Evolutionism,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2007,Review of: Leggere Karl Rahner,Nouvelle revue théologique,129,1,105,"Raffelt, Albert|Verweyen, Hans Jürgen",,"Danna, Carlo",Leggere Karl Rahner,,,0029-4845,10.3917/nrt.291.0094,,http://www.nrt.be/fr/Leggere-Karl-Rahner%2C-tr.-C.-Danna-recension-59|http://www.cairn.info/revue-nouvelle-revue-theologique-2007-1-page-94.htm,,20th century,Theology|Biography -- Intellectual,,"Rahner, Karl, 1904–1984",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2008,Review of: Gesuiti,Nouvelle revue théologique,130,4,842,"De Rosa, Giuseppe",,,Gesuiti,,,0029-4845,10.3917/nrt.304.0842,,http://www.nrt.be/fr/Gesuiti-recension-7023|http://www.cairn.info/revue-nouvelle-revue-theologique-2008-4-page-842.htm,,16th century|17th century|18th century|19th century|20th century|21st century,History -- Generals,Europe|Asia -- Japan|South America -- Chile,"Ignatius, of Loyola, Saint, c.1491–1556|Francis Xavier, Saint, 1506–1552|Hurtado Cruchaga, Alberto, Saint, 1901–1952",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2008,Review of: La differenza della fede: Singolarità e storicità della forma cristiana nella ricerca di Michel de Certeau,Nouvelle revue théologique,130,3,654,"Quirico, Monica",,,La differenza della fede: Singolarità e storicità della forma cristiana nella ricerca di Michel de Certeau,,,0029-4845,10.3917/nrt.303.0647,,http://www.nrt.be/fr/La-differenza-della-fede.-Singolarit%C3%A0-e-storicit%C3%A0-della-forma-cristiana-nella-ricerca-di-Michel-de-Certeau-recension-7035|http://www.cairn.info/revue-nouvelle-revue-theologique-2008-3-page-647.htm,,20th century,History -- Religious History|Writings |Biography -- Intellectual|Sociology -- Religion,,"Certeau, Michel de, 1925–1986",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2008,Review of: Il teologo e la Storia: Lonergan's Centenary (1904–2004),Nouvelle revue théologique,130,1,129,,"Gilbert, Paul",,Il teologo e la Storia: Lonergan's Centenary (1904–2004),,,0029-4845,10.3917/nrt.301.0112,,http://www.nrt.be/fr/Il-teologo-e-la-Storia.-Lonergan%27s-Centenary-%281904-2004%29-recension-7397|http://www.cairn.info/revue-nouvelle-revue-theologique-2008-1-page-112.htm,,20th century,Theology|Biography -- Intellectual,,"Lonergan, Bernard J. F., 1904–1984",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2008,Review of: Prediche a Capua (1602–1603),Nouvelle revue théologique,130,2,369,"Bellarmino, Roberto Francesco Romolo","Giustiniani, Pasquale",,Prediche a Capua (1602–1603),,,0029-4845,10.3917/nrt.302.0364,,http://www.nrt.be/fr/Prediche-a-Capua-%281602-1603%29%2C-%C3%A9d.-P.-Giustiniani-recension-6294|http://www.cairn.info/revue-nouvelle-revue-theologique-2008-2-page-364.htm,,17th century,Biography|Ministries -- Preaching|History -- Local|Primary Sources -- Sermons,,"Bellarmino, Roberto Francesco Romolo, Saint, 1542–1621",,,,,,French,CULL|REVIEW
Book Review,"Clarot, Bruno",2009,Review of: Hans Urs von Balthasar,Nouvelle revue théologique,131,1,138,"Guerriero, Elio",,,Hans Urs von Balthasar,,,0029-4845,10.3917/nrt.311.0134,,http://www.nrt.be/fr/Hans-Urs-von-Balthasar-recension-7222|http://www.cairn.info/revue-nouvelle-revue-theologique-2009-1-page-134.htm,,20th century,Biography|Theology,Europe,"von Balthasar, Hans Urs, 1905–1988",,,,,,French,CULL|REVIEW
Book Review,"Classen, Albrecht",2008,Review of: Die Geschichte der Jesuiten,Sixteenth Century Journal,39,4,1207–1208,"Haub, Rita",,,Die Geschichte der Jesuiten,,Winter,0361-0160|2326-0726,10.2307/20479204,,http://www.jstor.org/stable/20479204,,16th century|17th century|18th century|19th century|20th century,History -- General,,,,,,,,English,KEEP|REVIEW
Book Review,"Claypool, Lisa",2014,"Review of: The Other Kang Youwei: Calligrapher, Art Activist, and Aesthetic Reformer in Modern China",China Review International,21,2,192–195,"Wong, Aida Yuen",,,"The Other Kang Youwei: Calligrapher, Art Activist, and Aesthetic Reformer in Modern China",,,1527-9367|1069-5834,10.1353/cri.2014.0019,,https://muse.jhu.edu/article/639428,,18th century,Foreign Missions -- Biography|Foreign Missions -- Arts -- Art History|Foreign Missions -- Arts -- Painting,Asia -- China,"Castiglione, Giuseppe, 1688–1766",,,,,,English,CULL|REVIEW
Book Review,"Clifford, Anne",2015,Review of: From Teilhard to Omega: Co-creating an Unfinished Universe,Theological Studies,76,1,217–218,,"Delio, Ilia",,From Teilhard to Omega: Co-creating an Unfinished Universe,,March,0040-5639|2169-1304,10.1177/0040563914565315m,,http://journals.sagepub.com/doi/abs/10.1177/0040563914565315m,,20th century,Theology -- Cosmology|Theology -- Evolution,,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,English,CULL|REVIEW
Book Review,"Clooney, Francis X.",2007,"Review of: Synthesizing the Vedanta: The Theology of Pierre Johanns, S.J.",Theological Studies,68,4,934–936,"Doyle, Sean",,,"Synthesizing the Vedanta: The Theology of Pierre Johanns, S.J.",,December,0040-5639|2169-1304,10.1177/004056390706800419,,http://tsj.sagepub.com/content/68/4/934.full.pdf+html,,20th century,Foreign Missions -- Inculturation|Hinduism|Theology -- Interreligious Dialogue,Asia -- India,"Johanns, Pierre, 1882–1955",,,,,,English,CULL|REVIEW
Book Review,"Clooney, Francis X.",2013,Review of: Jacques Dupuis Faces the Inquisition: Two Essays by Jacques Dupuis on Dominus Iesus and the Roman Investigation of His Work,Theological Studies,74,3,736,,"Burrows, William R.",,Jacques Dupuis Faces the Inquisition: Two Essays by Jacques Dupuis on Dominus Iesus and the Roman Investigation of His Work,,September,0040-5639,,,,,20th century,Theology -- Christology|Papacy,,"Dupuis, Jacques, 1923–2004",,,,,,English,CULL|REVIEW
Book Review,"Clooney, Francis X.",2015,"Review of: In Good Company: The Body and Divinization in Pierre Teilhard de Chardin, SJ and Daoist Xiao Yingsou",Journal of Jesuit Studies,2,4,729–731,"Bidlack, Bede Benjamin",,,"In Good Company: The Body and Divinization in Pierre Teilhard de Chardin, SJ and Daoist Xiao Yingsou",,,2214-1324|2214-1332,10.1163/22141332-00204008-17,,http://booksandjournals.brillonline.com/content/journals/10.1163/22141332-00204008-17,,19th century|20th century,Foreign Missions -- Theology -- Interreligious Dialogue|Foreign Missions -- Theology -- Anthropology|Foreign Missions -- Inculturation|Taoism,Asia -- China,"Teilhard de Chardin, Pierre, 1881–1955",,,,,,English,KEEP|REVIEW
