Reference Type,Author,Year,Title,Place Published,Publisher,Volume,Number of Volumes,Number of Pages,Editor,Edition,Translator,ISBN,DOI,Reprint Edition,WorldCat URL,Publisher URL,Leuven URL,When,What,Where,Who,Abstract,Notes,Notes to Editors,Translated Author,Translated Title,Language,Editing Tags
Book,"Blaettler, James R.",2012,Mirroring the Saints: The Jesuit Wierix Collection from De Krijtberg in Amsterdam,"San Francisco, CA",Manresa Gallery,,,59,,,,,,,,,,16th century|17th century,Arts -- Engravings|Devotion -- Images,Europe -- Netherlands -- Amsterdam,,"Mirroring the Saints featured the copperplates and their modern day prints, engraved by the Wierix Brothers at the turn of the seventeenth exhibited for the first time in the United States from the Nederlandse Provincie der Jezuïeten, Museum Het Valkhof, Nijmegen, the Netherlands. The modern prints and original plates in the exhibition provide today’s viewers with potent images of Christ, the angels, founders of Orders and the Virgin Mary. The images influenced not only vowed religious but also devout Catholic laity in Europe and elsewhere.",,,,,English,KEEP|REVIEW
Book,"Blanchard, Jean-Vincent",2005,"L'optique du discours au XVIIe siècle: De la rhétorique des jésuites au style de la raison moderne (Descartes, Pascal)",Sainte-Foy,Presses de l'Université Laval,,,"xii, 309",,,,9782763702087|2763702082,,,http://worldcat.org/oclc/64695851,,,17th century,Literature -- Literary Criticism|Arts -- Rhetoric|History -- Literature,Europe,,,,,,,French,CULL|REVIEW
Book,"Blankenberg, Birgit",2000,Gottes Geist in der Theologie Piet Schoonenbergs,Mainz,Matthias-Grünewald-Verlag,,,447,,,,3786722900|9783786722908,,,http://worldcat.org/oclc/50206837,,,20th century,Theology -- Pneumatology,Europe -- Netherlands,"Schoonenberg, Piet J. A. M., 1911–1999",,"Originally was the author's PhD diss., Johannes Gutenberg Univ., Mainz, 1998, under the title: ""Die Rede von Gottes Geist in der Theologie Piet Schoonenbergs: Werkgeschichtliche Untersuchungen in systematischer Perspektive.",,,,German,CULL|REVIEW
Book,"Blas de Roblès, Jean-Marie",2012,Ekei pou zoun hoi tigreis: Mythistorēma,Athēna,Ekdoseis Polis,,,721,,,"Kolaitē, Rita",9789604353422|960435342X,,,http://www.worldcat.org/oclc/794701483,,,17th century,Writers,South America -- Brazil,"Kircher, Athanasius, 1602–1680",,Translation of Là où les tigres sont chez eux,,,,Greek,CULL|REVIEW
Book,"Blodgett, Edward Dickinson",2013,Les enfants des jésuites ou le sacrifice des vierges,Quebec,Presses de l'Université Laval,,,"xi, 257 p.",,,,9782763799865|2763799868,,,http://www.worldcat.org/oclc/832313646,,,17th century,In Fiction,North America -- Canada,,"Premier titulaire de la Chaire Louis-Desrochers en études canadiennes à l'Université de l'Alberta, le professeur E. D. Blodgett présente dans cet essai original le résultat de sa réflexion sur les traits fondamentaux de la littérature canadienne-française/québécoise. Pour lui, le lien écriture-histoire est fondamental et constitue l'origine d'un processus d'écriture complexe. Ce processus ou dialogue, selon Blodgett, a constitué les lieux fondateurs de la Nouvelle-France et de l'imaginaire du Canada français. Dans chaque cas étudié, on retrouve une figure d'enfant représentant un fils (ou une fille) à la fois idéologique et politique, une figure d'enfant « sacrifié ». Cette thématique de l'enfant «sacrifié », selon l'auteur, serait l'héritage culturel des jésuites, c'est-à-dire de leur relation avec le Fils de Dieu sacrifié pour le salut de l'humanité. La culture jésuite aurait en effet été fondée sur l'idéal- l'aventure - chevaleresque du Moyen Âge et ancrée dans une profonde croyance que la voie du martyre mène au salut éternel. Cette croyance, écrit Blodgett, aurait imprégné la mentalité de la Nouvelle-France et aurait longtemps été une force déterminante dans la littérature du Canada français. L'histoire de cet engagement a été racontée dans Les Relations, textes destinés au recrutement de la jeunesse française. Toujours à la recherche de la pureté, de l'innocence et de la jeunesse, les jésuites ont fait de l'enfance l'objet de leurs aspirations les plus profondes. Se considérant eux-mêmes enfants de Dieu, ils acceptaient volontiers de se soumettre à la volonté du Père divin, à tel point que leur foi aveugle les amènera à s'infliger des supplices et même à anticiper les joies du martyre. Les jésuites seront donc les premiers « enfants sacrifiés» de la littérature québécoise.",E.D. Blodgett.|23 cm.|Includes bibliographical references (p. 249–257).|Collection Perspectives de l'Ouest.,,,,French,CULL|REVIEW
Book,"Blum, Paul Richard",2012,Studies on Early Modern Aristotelianism,Leiden; Boston,Brill,,,"xxi, 367",,,,9789004232181|9004232184|9789004232198|9004232192,10.1163/9789004232198,,,http://booksandjournals.brillonline.com/content/books/9789004232198,,16th century|17th century|18th century,Education -- Colleges|Philosophy -- Aristotelianism,Europe,,In Studies on Early Modern Aristotelianism Paul Richard Blum shows that Aristotle’s thought remained the touchstone of modern philosophy; for it was the philosophy taught at universities. The concept of philosophy at Jesuit schools forms the first part of this book. Their impact on the sciences and mathematics in combination with Renaissance ideas of nature is the topic of the second part. The transformation of Aristotelian metaphysics and theology under the influence of the Renaissance is the third area of this book. Surprising continuity from the late Middle Ages into modernity and the radical difference of subject centered modern philosophy from ‘teachable’ school philosophy are innovative in these studies.,,,,,English,KEEP|REVIEW
Book,"Bobková, Kateřina",2006,Každodenní život učitele a žáka jesuitského gymnázia,Prague,Univerzita Karlova,,,280,,,,8024610825|9788024610825,,,http://worldcat.org/oclc/71194664,,,17th century|18th century,Education -- Colleges -- History -- General |Education -- Colleges -- Students -- Daily Life,Europe,,,Summary in German.,,,,Czech,CULL|REVIEW
Book,"Bodnar, Edward W.",2008,"Edward W. Bodnar, S.J","Washington, DC",Georgetown University Jesuit Community,,,32,,,,,,,http://worldcat.org/oclc/436317008,,,20th century|21st century,Biography|Education -- Universities -- Teaching -- Classics,North America -- USA -- District of Columbia -- Washington,"Bodnar, Edward W., 1920–2011",,,,,,English,CULL|REVIEW
Book,"Boduka N'glandey, Félicien",2011,Le mystère de l'Esprit Saint dans l'oeuvre du père Henri de Lubac: Éléments de pneumatologie,Paris,l'Harmattan,,,284,,,,9782296554702|2296554709,,,http://www.worldcat.org/oclc/762762385,,,20th century,Theology -- Pneumatology,,"de Lubac, Henri, 1896–1991",,,,,,French,CULL|REVIEW
Book,"Boersma, Hans",2009,Nouvelle théologie and Sacramental Ontology: A Return to Mystery,Oxford,Oxford University Press,,,"xvi, 325",,,,9780199229642|0199229643|9780199664245|0199664242,,,http://worldcat.org/oclc/294885648,,,20th century,Theology -- Sacraments|Theology -- Metaphysics,Europe -- France,"de Lubac, Henri, 1896–1991|Daniélou, Jean, 1905–1974|Bouillard, Henri, 1908–1981|von Balthasar, Hans Urs, 1905–1988|Rousselot, Pierre, 1878–1915|Maréchal, Joseph, 1878–1944","In the decades leading up to the Second Vatican Council, the movement of nouvelle thÃ©ologie caused great controversy in the Catholic Church and remains a subject of vigorous scholarly debate today. In Nouvelle thÃ©ologie and Sacramental Ontology Hans Boersma argues that a return to mystery was the movement's deepest motivation. Countering the modern intellectualism of the neo-Thomist establishment, the nouvelle theologians were convinced that a ressourcement of the Church Fathers and of medieval theology would point the way to a sacramental reintegration of nature and the supernatural. In the context of the loss suffered by both Catholics and Protestants in the de-sacramentalizing of modernity, Boersma shows how the sacramental ontology of nouvelle thÃ©ologie offers a solid entry-point into ecumenical dialogue. --From publisher's description.",,,,,English,CULL|REVIEW
Book,"Boff, Leonardo",2009,Evangelio del Cristo cósmico: Hacia una nueva conciencia planetaria,Madrid,Trotta,,,133,,,"Cantalapiedra, Fernando|Gavito, María José",9788498790870|8498790875,,,http://worldcat.org/oclc/630558901,,,20th century,Theology -- Cosmology|Theology -- Christology|Ecology,,"Teilhard de Chardin, Pierre, 1881–1955",,Translation of Evangelho do Cristo cósmico: A busca da unidade do Todo na ciência e na religião.,,,,Spanish,CULL|REVIEW
Book,"Boff, Leonardo",2014,Francis of Rome and Francis of Assisi: A New Springtime for the Church,"Maryknoll, NY, NY",Orbis,,,169,,,,9781626980839,,,http://www.worldcat.org/oclc/875403521,,,20th century|21st century,Biography -- Pope Francis,,"Francis, Pope, 1936–","In his choice of a name, did Pope Francis also indicate an agenda, a vision, and a sense of mission? As Leonardo Boff observes, the spirit of St. Francis, the most beloved of all saints, invites the church to embrace the poor, to promote peace, and to adopt an ecological consciousness. In embracing these values, Pope Francis has unleashed enormous hopes.||In this enthusiastic work, Boff explores the connections between the two Francises--and the promise they hold for the church and the world today.",,,,,English,CULL|REVIEW
Book,"Bohnert, Agnes Cäcilie",2010,Die Arca musarithmica Athanasius Kirchers,Berlin,Mensch und Buch,,,"xv, 256",,,,9783866647954|3866647956,,,http://worldcat.org/oclc/662401512,,,17th century,Arts -- Music -- Technology|Writings -- Treatises,,"Kircher, Athanasius, 1602–1680",,,,,,German,CULL|REVIEW
Book,"Böhr, Christoph",2006,Friedrich Spee und Christian Thomasius über Vernunft und Vorurteil: Zur Geschichte eines Stabwechsels im Übergang vom 17. zum 18. Jahrhundert,Trier,Paulinus,,,84,,,,9783790202243|379020224X,,,http://worldcat.org/oclc/743394464,,,17th century,Biography|Controversies -- Witchcraft,Europe -- Germany,"von Spee, Friedrich, 1591–1635",,,,,,German,CULL|REVIEW
Book,"Bollag, Michel|Rutishauser, Christian M.",2015,Ein Jude und ein Jesuit: Im Gespräch über Religion in turbulenter Zeit,Ostfildern,Matthias Grünewald,,,192,,,,,,,www.worldcat.org/oclc/909791108,,,21st century,Interreligious Dialogue -- Hebraism,Europe -- Germany,"Rutishauser, Christian, 1965–","Das Zweite Vatikanische Konzil hat vor 50 Jahren das Verhältnis der katholischen Kirche zum Judentum theologisch neu bestimmt: Dialog ist nötig, um den Anderen und im Anderen sich selber zu verstehen.|Michel Bollag und Christian Rutishauser nehmen als Jude und als Christ diesen Auftrag zum Dialog ernst. In ihrem intensiven Gespräch geht es einerseits um klassische, bis heute wirkende Fragen wie Alter Bund und Neuer Bund, Gottesverständnis und Offenbarung. Andererseits greifen sie aktuelle, politisch höchst brisante Probleme auf wie Evangelisierung und Judenmission, Landverheißung und Staat Israel, Dialog mit dem Islam und mit der postsäkularen Gesellschaft.|Ein spannender, inspirierender und orientierender Gegenpol zu einer unübersichtlichen und auseinanderdriftenden Welt.",,,,,German,CULL|REVIEW
Book,"Bollini, Horacio Marcos",2006,Imágenes y símbolos del mundo jesuítico-guaraní,"Corrientes, Spain",Moglia,,,182,,,,9789871035915|9871035918,,,http://worldcat.org/oclc/176630642,,,16th century|17th century|18th century,Foreign Missions -- Ethnography|Foreign Missions -- History -- Regional -- Social History|Foreign Missions -- Intercultural Dialogue|Foreign Missions -- Inculturation,South America -- Paraguay|South America -- Brazil|South America -- Argentina|South America -- Uruguay,,,,,,,Spanish,CULL|REVIEW
Book,"Bollini, Horacio Marcos",2007,La imagen secreta: Ideas y mitos a través del arte,Buenos Aires,Corregidor,,,177,,,,9789500517294|9500517299,,,http://worldcat.org/oclc/228117815,,,16th century|17th century|18th century,Foreign Missions -- Arts -- Images,South America -- Argentina,,"Anthology with 23 essays by artist and art historian that explore the dialogue between the form and the idea of art creation, revealing from an aesthetic perspective the hidden signs and secrets embedded by the artists in their works. The study covers from the gothic artists to Caravaggio and Rembrandt to Jesuit missions in Argentina--Provided by vendor.||La imagen artística ensayó a través del tiempo su teatro de símbolos: en la quieta superficie de una pintura, en la piedra labrada, en los varios sentidos de un párrafo literario, veremos multiplicarse los reflejos del Orbe. Mundos estéticos donde la Naturaleza y las ideas confluyen. Y en el cruce de esas galerías, la voz propia del artista duplicada en eco por la edificación de un destino personal. Nosotros atrapamos esos reflejos, ampliándolos aún por nuestro movimiento, por nuestros cambios de pensamiento y percepción. Así surge un recorrido incesante. Nociones platónicas, desde los portales del Gótico hasta Giotto; el hombre y la mujer escrutados en las imágenes angélicas del Medioevo, en la celebración que de cuerpos y espacios ha propuesto el Renacimiento. Fra Angélico y sus visiones atemporales; los juegos de espejos en el Siglo XV, las búsquedas cognitivas que subyacen en el San Juan de Leonardo. Las variadas Escenas de lo humano, vindicadas por Caravaggio y por Rembrandt, acaso también por el arte de las Misiones Jesuíticas en su contexto ritual. Y los signos que dan sentido al conjetural espacio de la literatura y el cine. Los ensayos que componen este libro exploran el diálogo entre forma e idea; un diálogo uncido a su foro secular, pero también surcado por esos pequeños resquicios desde donde adivinamos un retrato secreto: los movimientos íntimos de la obra.",,,,,Spanish,CULL|REVIEW
Book,"Bollini, Horacio Marcos",2007,Arte en las misiones jesuíticas: Los espejos del mundo jesuítico-guaraní,Buenos Aires,Corregidor,,,254,,,,9500516799|9789500516792,,,http://worldcat.org/oclc/160090909,,,16th century|17th century|18th century,Foreign Missions -- Reductions|Foreign Missions -- Arts -- Architecture|Foreign Missions -- Cultural Heritage,South America -- Brazil|South America -- Paraguay|South America -- Argentina|South America -- Uruguay,,Study of one of the most active centers for the arts in Latin America for a century and a half during the colonial period. The mission workshops interpreted the art and music giving a unique syncretic view.,,,,,Spanish,CULL|REVIEW
Book,"Bollini, Horacio Marcos",2009,"Misiones jesuíticas: Visión artística y patrimonial; Voces y emblemas en las reducciones jesuítico-guaraníes, 1609–1768",Buenos Aires,Corregidor,,,398,,,,9789500518147|9500518147,,,http://worldcat.org/oclc/440564407,,,17th century|18th century,Foreign Missions -- Arts -- Emblems|Foreign Missions -- Arts -- Music|Foreign Missions -- Reductions|Foreign Missions -- History -- Regional -- Social History,South America -- Uruguay|South America -- Paraguay|South America -- Argentina|South America -- Brazil,,,,,,,Spanish,CULL|REVIEW
